Age,EducationNum,MaritalStatus,Occupation,Relationship,Race,Gender,Hours/Week,Country,Income
23,6,Never-married,Handlers-cleaners,Other-relative,Other,Male,40,United-States,<=50K
28,14,Divorced,Sales,Own-child,White,Female,40,United-States,<=50K
29,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
32,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
34,9,Never-married,Other-service,Unmarried,Black,Female,40,United-States,<=50K
52,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,United-States,>50K
33,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,94,United-States,<=50K
19,10,Never-married,Sales,Own-child,White,Male,35,United-States,<=50K
68,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,>50K
41,6,Never-married,Handlers-cleaners,Unmarried,White,Male,50,United-States,<=50K
18,9,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Female,30,India,<=50K
29,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
40,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
51,14,Divorced,Prof-specialty,Unmarried,White,Male,60,United-States,>50K
49,10,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K
20,10,Never-married,Other-service,Own-child,White,Female,20,United-States,<=50K
38,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K
57,3,Never-married,Other-service,Not-in-family,White,Male,40,Cuba,<=50K
35,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
66,7,Married-civ-spouse,Sales,Husband,White,Male,26,United-States,<=50K
27,13,Married-civ-spouse,?,Husband,White,Male,15,United-States,<=50K
25,11,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
77,14,Married-civ-spouse,?,Husband,White,Male,6,United-States,>50K
19,6,Never-married,?,Unmarried,White,Female,35,United-States,<=50K
70,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,>50K
59,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,48,United-States,<=50K
25,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
44,15,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K
37,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,El-Salvador,>50K
75,6,Widowed,?,Other-relative,Asian-Pac-Islander,Female,1,China,<=50K
21,9,Never-married,?,Not-in-family,White,Female,40,United-States,<=50K
21,9,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K
47,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
20,9,Never-married,Adm-clerical,Not-in-family,Black,Female,30,United-States,<=50K
32,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
28,9,Never-married,Adm-clerical,Unmarried,White,Female,20,United-States,<=50K
53,9,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K
19,9,Never-married,?,Not-in-family,Other,Male,30,United-States,<=50K
58,10,Married-civ-spouse,Sales,Wife,White,Female,36,United-States,<=50K
22,9,Never-married,Sales,Not-in-family,White,Female,30,United-States,<=50K
23,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,<=50K
21,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,60,United-States,<=50K
36,9,Married-civ-spouse,Craft-repair,Husband,White,Male,70,United-States,<=50K
39,10,Married-civ-spouse,Other-service,Wife,White,Female,15,United-States,<=50K
34,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
41,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
72,13,Married-civ-spouse,Sales,Husband,White,Male,6,United-States,<=50K
34,9,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,>50K
51,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
32,11,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
38,10,Widowed,Exec-managerial,Not-in-family,White,Female,40,United-States,>50K
37,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
21,10,Never-married,?,Own-child,Black,Male,20,United-States,<=50K
21,10,Never-married,Prof-specialty,Own-child,White,Female,10,United-States,<=50K
26,10,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K
34,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,>50K
18,10,Never-married,Sales,Own-child,White,Female,15,United-States,<=50K
27,7,Never-married,Exec-managerial,Unmarried,White,Female,45,United-States,<=50K
20,10,Never-married,Adm-clerical,Own-child,White,Female,38,Nicaragua,<=50K
36,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K
31,13,Never-married,?,Not-in-family,White,Male,40,United-States,<=50K
32,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K
54,9,Married-civ-spouse,Craft-repair,Husband,White,Male,44,United-States,>50K
34,14,Widowed,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
46,10,Married-civ-spouse,Sales,Husband,White,Male,48,United-States,>50K
33,7,Separated,Machine-op-inspct,Other-relative,White,Male,30,United-States,<=50K
32,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
42,11,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,<=50K
30,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K
37,10,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,>50K
28,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
25,13,Never-married,Exec-managerial,Not-in-family,White,Male,35,United-States,<=50K
44,10,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,>50K
40,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
36,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,<=50K
21,10,Never-married,Adm-clerical,Unmarried,White,Male,40,United-States,<=50K
39,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
24,13,Never-married,Prof-specialty,Not-in-family,White,Male,39,United-States,<=50K
46,9,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,40,United-States,<=50K
47,13,Married-civ-spouse,?,Husband,White,Male,36,United-States,>50K
47,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
35,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,75,United-States,>50K
60,4,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K
35,13,Married-civ-spouse,Other-service,Wife,White,Female,24,Poland,<=50K
33,9,Separated,Other-service,Unmarried,White,Female,40,China,<=50K
21,12,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
37,13,Married-civ-spouse,Tech-support,Husband,White,Male,50,United-States,>50K
48,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,50,United-States,>50K
58,4,Widowed,Farming-fishing,Other-relative,White,Female,45,Guatemala,<=50K
21,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,40,United-States,<=50K
22,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K
22,9,Never-married,Other-service,Unmarried,White,Female,40,United-States,<=50K
28,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,30,United-States,>50K
33,11,Married-civ-spouse,?,Own-child,White,Female,50,United-States,>50K
23,9,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K
58,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States,>50K
24,13,Never-married,?,Own-child,White,Male,40,United-States,<=50K
38,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,Philippines,<=50K
49,9,Married-civ-spouse,Sales,Husband,White,Male,15,Mexico,<=50K
47,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K
50,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
21,9,Never-married,Prof-specialty,Unmarried,White,Female,55,United-States,<=50K
55,9,Separated,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
47,7,Divorced,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K
19,9,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
47,9,Never-married,Tech-support,Other-relative,White,Male,50,United-States,<=50K
36,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
28,12,Married-civ-spouse,Protective-serv,Husband,White,Male,40,England,<=50K
42,9,Widowed,Sales,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,<=50K
41,14,Never-married,Prof-specialty,Not-in-family,White,Female,35,United-States,>50K
46,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
32,9,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K
34,6,Never-married,Other-service,Unmarried,Black,Female,40,United-States,<=50K
33,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
60,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
53,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
24,13,Never-married,Tech-support,Not-in-family,White,Female,50,United-States,<=50K
39,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,60,United-States,>50K
23,10,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
50,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,?,>50K
36,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
19,8,Separated,Prof-specialty,Own-child,White,Female,40,United-States,<=50K
26,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
38,9,Married-civ-spouse,Sales,Husband,Black,Male,40,United-States,>50K
41,13,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,>50K
22,10,Never-married,Sales,Other-relative,White,Female,18,United-States,<=50K
38,12,Never-married,Machine-op-inspct,Not-in-family,Black,Female,50,United-States,>50K
72,10,Married-civ-spouse,?,Husband,White,Male,30,United-States,>50K
39,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
35,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
38,10,Divorced,Exec-managerial,Unmarried,Black,Female,45,United-States,<=50K
19,9,Married-civ-spouse,Other-service,Wife,Black,Female,16,United-States,<=50K
26,9,Never-married,Transport-moving,Own-child,White,Male,45,United-States,<=50K
52,13,Divorced,Craft-repair,Unmarried,White,Male,25,United-States,<=50K
41,3,Married-civ-spouse,Other-service,Husband,Other,Male,40,Nicaragua,<=50K
45,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
58,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K
34,13,Never-married,Sales,Not-in-family,White,Male,45,United-States,<=50K
36,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
19,9,Never-married,Farming-fishing,Own-child,White,Male,20,United-States,<=50K
26,7,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K
60,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
35,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K
39,6,Divorced,Other-service,Not-in-family,White,Female,60,United-States,<=50K
27,9,Separated,Handlers-cleaners,Unmarried,White,Female,40,Japan,<=50K
26,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K
17,8,Never-married,Other-service,Own-child,White,Male,12,United-States,<=50K
59,9,Married-civ-spouse,Sales,Husband,White,Male,40,England,>50K
53,9,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,48,United-States,<=50K
35,7,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K
34,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
36,9,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States,>50K
36,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
21,9,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K
29,10,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K
35,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
59,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
22,10,Never-married,Other-service,Not-in-family,White,Male,10,United-States,<=50K
50,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K
24,13,Never-married,Prof-specialty,Not-in-family,Other,Female,40,United-States,<=50K
36,13,Divorced,Tech-support,Not-in-family,White,Female,40,United-States,<=50K
31,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,United-States,>50K
42,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,El-Salvador,<=50K
38,4,Divorced,Sales,Unmarried,White,Female,40,United-States,<=50K
52,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
46,6,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
23,10,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,<=50K
54,3,Married-civ-spouse,Sales,Husband,White,Male,51,United-States,<=50K
27,9,Never-married,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K
42,13,Separated,Other-service,Not-in-family,White,Female,50,United-States,<=50K
33,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
19,12,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,<=50K
59,7,Married-civ-spouse,Other-service,Wife,White,Female,28,United-States,<=50K
54,9,Widowed,Other-service,Unmarried,White,Female,32,United-States,<=50K
48,4,Married-civ-spouse,Transport-moving,Husband,White,Male,55,United-States,<=50K
19,10,Never-married,?,Own-child,White,Male,60,United-States,<=50K
45,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
36,13,Never-married,Exec-managerial,Not-in-family,White,Male,70,United-States,<=50K
35,12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
47,10,Divorced,Adm-clerical,Not-in-family,White,Female,36,United-States,<=50K
33,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K
48,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
42,9,Separated,Craft-repair,Unmarried,Black,Female,40,United-States,<=50K
19,10,Never-married,Other-service,Own-child,White,Male,24,United-States,<=50K
64,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
51,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,8,United-States,<=50K
20,9,Never-married,Adm-clerical,Other-relative,White,Male,20,United-States,<=50K
28,9,Never-married,Other-service,Not-in-family,White,Male,40,Puerto-Rico,<=50K
52,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,Greece,>50K
29,10,Never-married,Craft-repair,Not-in-family,White,Male,45,United-States,<=50K
51,13,Separated,Sales,Not-in-family,White,Male,40,United-States,<=50K
36,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,<=50K
43,13,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K
52,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
50,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,>50K
25,10,Divorced,Other-service,Not-in-family,White,Male,30,United-States,<=50K
36,12,Never-married,Adm-clerical,Unmarried,Black,Female,40,Jamaica,<=50K
44,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,60,United-States,<=50K
47,6,Married-spouse-absent,Transport-moving,Not-in-family,Black,Male,45,United-States,<=50K
32,9,Divorced,Craft-repair,Own-child,White,Male,40,United-States,<=50K
37,14,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,40,South,<=50K
40,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K
34,9,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,<=50K
35,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K
26,10,Never-married,Prof-specialty,Own-child,White,Male,3,El-Salvador,<=50K
49,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,<=50K
63,13,Married-civ-spouse,?,Husband,White,Male,30,United-States,>50K
46,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,25,United-States,<=50K
31,10,Never-married,Adm-clerical,Own-child,Black,Male,40,United-States,<=50K
22,11,Never-married,Craft-repair,Not-in-family,White,Male,30,United-States,<=50K
20,10,Never-married,Other-service,Not-in-family,White,Female,12,United-States,<=50K
52,16,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,>50K
26,10,Never-married,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K
34,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
31,5,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K
46,9,Divorced,Sales,Unmarried,White,Female,30,United-States,<=50K
22,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,<=50K
38,11,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K
35,9,Married-civ-spouse,Sales,Husband,White,Male,40,Ecuador,<=50K
27,10,Never-married,Protective-serv,Not-in-family,White,Male,40,United-States,<=50K
27,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
46,10,Divorced,Sales,Unmarried,White,Female,40,Cuba,<=50K
40,9,Never-married,?,Not-in-family,White,Female,4,United-States,<=50K
19,10,Never-married,Adm-clerical,Own-child,White,Male,10,Thailand,<=50K
69,9,Married-civ-spouse,?,Husband,White,Male,60,United-States,>50K
20,10,Never-married,Other-service,Own-child,White,Male,35,United-States,<=50K
34,13,Married-civ-spouse,Protective-serv,Husband,White,Male,60,United-States,<=50K
49,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K
27,10,Married-civ-spouse,Farming-fishing,Husband,Other,Male,50,United-States,<=50K
59,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,14,Cuba,>50K
45,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K
21,10,Never-married,Sales,Own-child,White,Female,15,United-States,<=50K
51,11,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
64,7,Never-married,?,Unmarried,White,Male,40,United-States,<=50K
41,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
18,8,Never-married,?,Own-child,Asian-Pac-Islander,Female,24,Germany,<=50K
49,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K
51,9,Divorced,Machine-op-inspct,Own-child,Black,Male,40,United-States,<=50K
20,10,Never-married,Handlers-cleaners,Own-child,White,Female,20,United-States,<=50K
69,9,Married-civ-spouse,Sales,Husband,White,Male,48,United-States,<=50K
18,9,Never-married,?,Own-child,White,Female,35,United-States,<=50K
43,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,United-States,<=50K
50,9,Divorced,Machine-op-inspct,Unmarried,Black,Female,44,United-States,<=50K
32,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
27,9,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,<=50K
38,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
62,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K
46,9,Divorced,Exec-managerial,Not-in-family,White,Male,44,United-States,<=50K
19,10,Never-married,Tech-support,Own-child,White,Female,40,?,<=50K
17,6,Never-married,?,Own-child,White,Male,40,United-States,<=50K
21,9,Never-married,Machine-op-inspct,Unmarried,White,Female,40,United-States,<=50K
36,13,Never-married,Adm-clerical,Not-in-family,White,Female,50,United-States,<=50K
36,8,Divorced,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K
23,9,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,40,Philippines,<=50K
58,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
40,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,<=50K
64,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,35,United-States,<=50K
66,7,Married-civ-spouse,Craft-repair,Husband,White,Male,20,United-States,<=50K
42,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
55,10,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
53,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
25,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K
39,10,Never-married,Tech-support,Unmarried,Black,Female,40,United-States,<=50K
20,9,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K
32,9,Married-civ-spouse,Other-service,Husband,White,Male,54,United-States,<=50K
28,13,Never-married,Sales,Unmarried,White,Male,65,United-States,<=50K
23,12,Never-married,Exec-managerial,Own-child,White,Female,40,Poland,<=50K
18,9,Never-married,Other-service,Own-child,White,Male,25,United-States,<=50K
43,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States,>50K
29,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
32,10,Married-civ-spouse,Protective-serv,Husband,White,Male,46,Dominican-Republic,<=50K
31,9,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,<=50K
60,3,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico,<=50K
42,10,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,<=50K
46,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
38,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
18,7,Never-married,Other-service,Own-child,White,Female,19,United-States,<=50K
31,9,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K
54,9,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,<=50K
46,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K
27,9,Never-married,Farming-fishing,Own-child,White,Male,80,United-States,<=50K
50,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K
38,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,56,United-States,<=50K
36,14,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,<=50K
25,9,Divorced,Other-service,Not-in-family,White,Male,40,Mexico,<=50K
19,9,Never-married,Farming-fishing,Own-child,White,Male,25,United-States,<=50K
60,10,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,60,Philippines,<=50K
45,5,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K
21,10,Never-married,Tech-support,Own-child,White,Male,16,United-States,<=50K
42,9,Divorced,Transport-moving,Not-in-family,White,Male,46,United-States,<=50K
38,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K
22,10,Never-married,?,Own-child,White,Male,40,United-States,<=50K
19,9,Never-married,Exec-managerial,Not-in-family,Black,Male,32,United-States,<=50K
23,10,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K
24,10,Never-married,Handlers-cleaners,Own-child,White,Female,30,United-States,<=50K
30,12,Divorced,Sales,Not-in-family,White,Male,52,United-States,<=50K
62,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
26,15,Never-married,Prof-specialty,Own-child,White,Male,20,United-States,<=50K
42,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,52,United-States,>50K
33,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
54,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,?,>50K
35,13,Divorced,Prof-specialty,Unmarried,White,Female,32,United-States,<=50K
33,9,Divorced,Sales,Not-in-family,White,Male,40,United-States,<=50K
45,9,Divorced,Sales,Not-in-family,White,Female,55,United-States,<=50K
62,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,30,United-States,>50K
24,9,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,<=50K
50,10,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K
54,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
58,4,Divorced,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K
39,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K
32,9,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,<=50K
27,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
27,9,Married-civ-spouse,Transport-moving,Husband,White,Male,35,United-States,<=50K
20,10,Never-married,Other-service,Own-child,White,Male,60,United-States,<=50K
64,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
55,14,Widowed,Sales,Not-in-family,White,Female,40,United-States,<=50K
46,9,Divorced,Tech-support,Not-in-family,White,Female,43,United-States,<=50K
45,10,Married-civ-spouse,Transport-moving,Husband,White,Male,55,United-States,<=50K
26,9,Never-married,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K
36,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
25,13,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K
58,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K
39,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,<=50K
47,9,Widowed,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,45,Thailand,<=50K
35,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,<=50K
38,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
50,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
36,9,Divorced,Adm-clerical,Unmarried,White,Female,38,United-States,<=50K
28,3,Never-married,Craft-repair,Other-relative,White,Male,40,Mexico,<=50K
44,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,45,United-States,<=50K
40,9,Divorced,Protective-serv,Unmarried,White,Female,40,United-States,<=50K
55,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
29,9,Never-married,Farming-fishing,Not-in-family,White,Male,45,United-States,<=50K
33,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K
19,10,Never-married,?,Own-child,White,Female,30,Japan,<=50K
32,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
45,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,10,United-States,>50K
23,9,Never-married,Handlers-cleaners,Own-child,White,Male,25,United-States,<=50K
31,11,Never-married,Protective-serv,Own-child,Black,Male,40,United-States,<=50K
22,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,40,Philippines,<=50K
59,9,Divorced,Handlers-cleaners,Not-in-family,Black,Male,40,United-States,<=50K
32,10,Never-married,Craft-repair,Not-in-family,White,Male,38,United-States,<=50K
49,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
22,10,Never-married,Adm-clerical,Own-child,White,Male,30,United-States,<=50K
26,10,Never-married,Adm-clerical,Not-in-family,White,Male,30,United-States,<=50K
23,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,Vietnam,<=50K
55,10,Married-civ-spouse,Sales,Wife,White,Female,50,United-States,<=50K
47,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,49,United-States,>50K
44,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
27,10,Never-married,Other-service,Not-in-family,White,Male,24,United-States,<=50K
40,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,37,United-States,>50K
32,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,8,United-States,>50K
